event-id,visible,timestamp,location-long,location-lat,argos:lc,lat-upper,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
16029334146,true,2016-10-14 15:25:00.000,-20.621,74.487,"A",74.487,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511314.6684470586,8266406.852215974,"27N"
16029334149,true,2016-10-14 16:00:00.000,-20.559,74.513,"A",74.513,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513144.07279924676,8269320.328501893,"27N"
16029334152,true,2016-10-15 14:04:00.000,-20.616,74.459,"1",74.459,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511484.10908719734,8263283.952865517,"27N"
16029334155,true,2016-10-15 15:08:00.000,-20.54,74.47,"A",74.47,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513747.4743387326,8264527.299715866,"27N"
16029334156,true,2016-10-15 16:46:00.000,-20.566,74.482,"1",74.482,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512960.68509875203,8265860.24801454,"27N"
16029334158,true,2016-10-16 14:45:00.000,-20.632,74.524,"3",74.524,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510960.7283547866,8270532.762042355,"27N"
16029334160,true,2016-10-16 14:54:00.000,-20.646,74.52,"A",74.52,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510546.40605542884,8270083.961467878,"27N"
16029334162,true,2016-10-16 15:33:00.000,-20.513,74.529,"A",74.529,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",514500.46041061974,8271116.076494702,"27N"
16029334164,true,2016-10-16 16:24:00.000,-20.653,74.547,"2",74.547,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510320.28047800664,8273095.04984346,"27N"
16029334167,true,2016-10-17 14:27:00.000,-20.631,74.524,"1",74.524,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510990.51259004517,8270532.946657883,"27N"
16029334169,true,2016-10-17 15:04:00.000,-20.586,74.539,"A",74.539,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512319.1457587574,8272215.27134394,"27N"
16029334171,true,2016-10-17 15:24:00.000,-20.586,74.537,"A",74.537,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512320.69971888076,8271992.138084441,"27N"
16029334173,true,2016-10-17 16:02:00.000,-20.604,74.532,"3",74.532,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511788.7405346884,8271430.654583423,"27N"
16029334175,true,2016-10-18 14:40:00.000,-20.653,74.479,"A",74.479,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510364.5592019921,8265508.485627586,"27N"
16029334178,true,2016-10-18 15:12:00.000,-20.651,74.477,"A",74.477,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510425.6062596864,8265285.7017361345,"27N"
16029334180,true,2016-10-18 15:43:00.000,-20.65,74.476,"3",74.476,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510456.1354081864,8265174.310589551,"27N"
16029334183,true,2016-10-19 14:17:00.000,-20.607,74.457,"A",74.457,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511754.7388753062,8263062.5790628325,"27N"
16029334187,true,2016-10-19 16:43:00.000,-20.604,74.479,"1",74.479,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511828.12375872897,8265517.6292966865,"27N"
16029334191,true,2016-10-21 14:41:00.000,-20.685,74.479,"2",74.479,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509408.75837753504,8265503.165231847,"27N"
